"iso 3","country id","country","trade value export","trade value import","trade value delta","year"
"kaz","askaz","Kazakhstan",266610,261878,4732,2018
"kor","askor","South Korea",14703890,73101820,-58397930,2018
"lka","aslka","Sri Lanka",93086,2932,90154,2018
"mmr","asmmr","Burma",63930153,72549,63857604,2018
"mys","asmys","Malaysia",253382454,5714640,247667814,2018
"omn","asomn","Oman",203,63443,-63240,2018
"pak","aspak","Pakistan",79447,469582,-390135,2018
"phl","asphl","Philippines",5797470,20064211,-14266741,2018
"sgp","assgp","Singapore",1460243,23290960,-21830717,2018
"tha","astha","Thailand",1999934,47200325,-45200391,2018
"tur","astur","Turkey",92516,2936117,-2843601,2018
"twn","astwn","Chinese Taipei",4359579,44971599,-40612020,2018
"vnm","asvnm","Vietnam",3706783,150984752,-147277969,2018
"aut","euaut","Austria",18542644,2862447,15680197,2018
"bel","eubel","Belgium",985982,816167,169815,2018
"bgr","eubgr","Bulgaria",20144,117044,-96900,2018
"blr","eublr","Belarus",10200,265751,-255551,2018
"che","euche","Switzerland",1694630,7421695,-5727065,2018
"cze","eucze","Czechia",418106,4217793,-3799687,2018
"deu","eudeu","Germany",14267015,31063333,-16796318,2018
"dnk","eudnk","Denmark",29583,175290,-145707,2018
"esp","euesp","Spain",587281,11742818,-11155537,2018
"est","euest","Estonia",28324285,24849084,3475201,2018
"fin","eufin","Finland",11219853,1829734,9390119,2018
"fra","eufra","France",68029651,25696693,42332958,2018
"gbr","eugbr","United Kingdom",19884474,23163223,-3278749,2018
"grc","eugrc","Greece",351,57916,-57565,2018
"hrv","euhrv","Croatia",1126,4814,-3688,2018
"hun","euhun","Hungary",8515,2127569,-2119054,2018
"irl","euirl","Ireland",49020,22357541,-22308521,2018
"ita","euita","Italy",13332009,6474116,6857893,2018
"ltu","eultu","Lithuania",103830,45111,58719,2018
"lux","eulux","Luxembourg",41973,105089,-63116,2018
"lva","eulva","Latvia",9756,124204,-114448,2018
"mkd","eumkd","North Macedonia",112139,9003720,-8891581,2018
"mlt","eumlt","Malta",8,6298,-6290,2018
"nld","eunld","Netherlands",4822850,31513993,-26691143,2018
"nor","eunor","Norway",22389963,8644710,13745253,2018
"pol","eupol","Poland",1092143,14876382,-13784239,2018
"prt","euprt","Portugal",2683,346619,-343936,2018
"rou","eurou","Romania",76,97486,-97410,2018
"rus","eurus","Russia",27338143,27353065,-14922,2018
"srb","eusrb","Serbia",1923,96422,-94499,2018
"svk","eusvk","Slovakia",200,373605,-373405,2018
"svn","eusvn","Slovenia",280282,334764,-54482,2018
"swe","euswe","Sweden",56287,951997,-895710,2018
"ukr","euukr","Ukraine",115256,182621,-67365,2018
"can","nacan","Canada",1831201,2195211,-364010,2018
"gtm","nagtm","Guatemala",23544,11668,11876,2018
"hnd","nahnd","Honduras",8200,2957,5243,2018
"mex","namex","Mexico",85892,7379175,-7293283,2018
"pan","napan","Panama",4466,78480,-74014,2018
"slv","naslv","El Salvador",60,200111,-200051,2018
"tto","natto","Trinidad and Tobago",43,57,-14,2018
"usa","nausa","United States",104100558,147505469,-43404911,2018
"aus","ocaus","Australia",449983,708332,-258349,2018
"fji","ocfji","Fiji",2873,4232,-1359,2018
"nzl","ocnzl","New Zealand",10156,77585,-67429,2018
"arg","saarg","Argentina",5574,268642,-263068,2018
"bra","sabra","Brazil",16261,5944769,-5928508,2018
"chl","sachl","Chile",294,92894,-92600,2018
"col","sacol","Colombia",1636,108011,-106375,2018
"ecu","saecu","Ecuador",211,11266,-11055,2018
"per","saper","Peru",1086,225577,-224491,2018
"cmr","afcmr","Cameroon",418,275,143,2019
"egy","afegy","Egypt",64,134979,-134915,2019
"ken","afken","Kenya",1834,5174,-3340,2019
"sen","afsen","Senegal",153,534,-381,2019
"zaf","afzaf","South Africa",3178731,4484221,-1305490,2019
"are","asare","United Arab Emirates",16047916,541561,15506355,2019
"brn","asbrn","Brunei",28,202,-174,2019
"chn","aschn","China",336229037,327422175,8806862,2019
"hkg","ashkg","Hong Kong",2469048,20227429,-17758381,2019
"ind","asind","India",37085974,10499390,26586584,2019
"isr","asisr","Israel",6102,377541,-371439,2019
"jpn","asjpn","Japan",206193199,252201950,-46008751,2019
"kaz","askaz","Kazakhstan",114934,1093986,-979052,2019
"kor","askor","South Korea",17989058,66300496,-48311438,2019
"lka","aslka","Sri Lanka",159964,30565,129399,2019
"mmr","asmmr","Burma",152783529,130400,152653129,2019
"mys","asmys","Malaysia",221720470,10269277,211451193,2019
"phl","asphl","Philippines",5391628,24612613,-19220985,2019
"sau","assau","Saudi Arabia",1579,64060,-62481,2019
"sgp","assgp","Singapore",959593,18154138,-17194545,2019
"tha","astha","Thailand",6508471,51891900,-45383429,2019
"tkm","astkm","Turkmenistan",1266228,1444,1264784,2019
"tur","astur","Turkey",6497930,11564778,-5066848,2019
"twn","astwn","Chinese Taipei",22374339,33512371,-11138032,2019
"vnm","asvnm","Vietnam",12723827,148238810,-135514983,2019
"aut","euaut","Austria",17174437,3082027,14092410,2019
"bel","eubel","Belgium",769385,699042,70343,2019
"bgr","eubgr","Bulgaria",12719,105972,-93253,2019
"blr","eublr","Belarus",24200,227141,-202941,2019
"che","euche","Switzerland",831859,5695529,-4863670,2019
"cze","eucze","Czechia",523894,3217803,-2693909,2019
"deu","eudeu","Germany",10995582,22338025,-11342443,2019
"dnk","eudnk","Denmark",49665,396817,-347152,2019
"esp","euesp","Spain",469301,13362304,-12893003,2019
"est","euest","Estonia",23752625,23761744,-9119,2019
"fin","eufin","Finland",20301067,2852270,17448797,2019
"fra","eufra","France",58599255,14478081,44121174,2019
"gbr","eugbr","United Kingdom",7967419,11593355,-3625936,2019
"grc","eugrc","Greece",3302,80902,-77600,2019
"hrv","euhrv","Croatia",253,4818,-4565,2019
"hun","euhun","Hungary",29,1069348,-1069319,2019
"irl","euirl","Ireland",19067,25489765,-25470698,2019
"ita","euita","Italy",21103220,9877412,11225808,2019
"ltu","eultu","Lithuania",258732,246681,12051,2019
"lux","eulux","Luxembourg",44277,21287,22990,2019
"lva","eulva","Latvia",2993,20584,-17591,2019
"mkd","eumkd","North Macedonia",821444,9116703,-8295259,2019
"mlt","eumlt","Malta",9,9191,-9182,2019
"nld","eunld","Netherlands",3233659,16993088,-13759429,2019
"nor","eunor","Norway",26886997,3425446,23461551,2019
"pol","eupol","Poland",1910209,5557878,-3647669,2019
"prt","euprt","Portugal",8939,504044,-495105,2019
"rou","eurou","Romania",13,87006,-86993,2019
"rus","eurus","Russia",26007596,25056305,951291,2019
"srb","eusrb","Serbia",1930,73784,-71854,2019
"svk","eusvk","Slovakia",782,385551,-384769,2019
"svn","eusvn","Slovenia",53392,397818,-344426,2019
"swe","euswe","Sweden",255890,1368359,-1112469,2019
"ukr","euukr","Ukraine",63555,536129,-472574,2019
"can","nacan","Canada",1257889,2266712,-1008823,2019
"gtm","nagtm","Guatemala",24546,16848,7698,2019
"hnd","nahnd","Honduras",156,9062,-8906,2019
"mex","namex","Mexico",7688,4840731,-4833043,2019
"pan","napan","Panama",72,3448,-3376,2019
"slv","naslv","El Salvador",78,145215,-145137,2019
"tto","natto","Trinidad and Tobago",2052,98,1954,2019
"usa","nausa","United States",81813441,141322722,-59509281,2019
"aus","ocaus","Australia",106717,1076083,-969366,2019
"nzl","ocnzl","New Zealand",1820,38606,-36786,2019
"bra","sabra","Brazil",7115,3663248,-3656133,2019
"chl","sachl","Chile",18547,904982,-886435,2019
"per","saper","Peru",3634,295211,-291577,2019
"ken","afken","Kenya",28149,2356,25793,2020
"zaf","afzaf","South Africa",2246000,2964599,-718599,2020
"are","asare","United Arab Emirates",11976308,271745,11704563,2020
"chn","aschn","China",275280142,600340565,-325060423,2020
"hkg","ashkg","Hong Kong",8829438,4631647,4197791,2020
"idn","asidn","Indonesia",174284,753881,-579597,2020
"ind","asind","India",33262769,10862704,22400065,2020
"isr","asisr","Israel",10204,252298,-242094,2020
"jpn","asjpn","Japan",210194874,264661883,-54467009,2020
"kaz","askaz","Kazakhstan",1535213,381111,1154102,2020
"kor","askor","South Korea",17040099,60975969,-43935870,2020
"lka","aslka","Sri Lanka",49593,37779,11814,2020
"mmr","asmmr","Burma",387673406,46719,387626687,2020
"mys","asmys","Malaysia",240895786,21445153,219450633,2020
"omn","asomn","Oman",2874,245055,-242181,2020
"phl","asphl","Philippines",5307794,23002177,-17694383,2020
"qat","asqat","Qatar",192,673,-481,2020
"sgp","assgp","Singapore",508704,14358164,-13849460,2020
"tha","astha","Thailand",9738814,61317800,-51578986,2020
"tur","astur","Turkey",16501597,19993703,-3492106,2020
"twn","astwn","Chinese Taipei",6043496,48167078,-42123582,2020
"vnm","asvnm","Vietnam",22181280,125431073,-103249793,2020
"aut","euaut","Austria",15983842,1906661,14077181,2020
"bel","eubel","Belgium",1816085,508861,1307224,2020
"bgr","eubgr","Bulgaria",103,120076,-119973,2020
"blr","eublr","Belarus",500,110845,-110345,2020
"che","euche","Switzerland",4710605,7142770,-2432165,2020
"cze","eucze","Czechia",612135,1735147,-1123012,2020
"deu","eudeu","Germany",14107445,22134735,-8027290,2020
"dnk","eudnk","Denmark",89333,399072,-309739,2020
"esp","euesp","Spain",401345,12505016,-12103671,2020
"est","euest","Estonia",20247119,21856588,-1609469,2020
"fin","eufin","Finland",18855058,1678500,17176558,2020
"fra","eufra","France",56880980,17858100,39022880,2020
"gbr","eugbr","United Kingdom",6089848,11869222,-5779374,2020
"grc","eugrc","Greece",301,139074,-138773,2020
"hrv","euhrv","Croatia",190,8285,-8095,2020
"hun","euhun","Hungary",2000,1007051,-1005051,2020
"irl","euirl","Ireland",9088,18308572,-18299484,2020
"isl","euisl","Iceland",8349,77731,-69382,2020
"ita","euita","Italy",12785317,8133314,4652003,2020
"ltu","eultu","Lithuania",90058,53847,36211,2020
"lux","eulux","Luxembourg",226500,4514,221986,2020
"lva","eulva","Latvia",127941,145766,-17825,2020
"mkd","eumkd","North Macedonia",57506,7150290,-7092784,2020
"mlt","eumlt","Malta",2194,12943,-10749,2020
"nld","eunld","Netherlands",1908561,11925077,-10016516,2020
"nor","eunor","Norway",19575358,3168149,16407209,2020
"pol","eupol","Poland",2719666,9110860,-6391194,2020
"prt","euprt","Portugal",7355,439552,-432197,2020
"rou","eurou","Romania",45,85532,-85487,2020
"rus","eurus","Russia",26053918,24305373,1748545,2020
"srb","eusrb","Serbia",2118,131918,-129800,2020
"svk","eusvk","Slovakia",10871,463053,-452182,2020
"svn","eusvn","Slovenia",522707,241084,281623,2020
"swe","euswe","Sweden",153800,1190839,-1037039,2020
"ukr","euukr","Ukraine",59364,504794,-445430,2020
"can","nacan","Canada",848836,1976266,-1127430,2020
"cri","nacri","Costa Rica",296,13695,-13399,2020
"gtm","nagtm","Guatemala",15757,9763,5994,2020
"mex","namex","Mexico",6522,4579792,-4573270,2020
"slv","naslv","El Salvador",276,154268,-153992,2020
"usa","nausa","United States",115799898,96940869,18859029,2020
"aus","ocaus","Australia",2273126,617298,1655828,2020
"nzl","ocnzl","New Zealand",273,22862,-22589,2020
"bra","sabra","Brazil",37442,2353301,-2315859,2020
"chl","sachl","Chile",347,100818,-100471,2020
"col","sacol","Colombia",18205,62181,-43976,2020
"per","saper","Peru",662,134346,-133684,2020
"bdi","afbdi","Burundi",10,3,7,2021
"bwa","afbwa","Botswana",12844,2076,10768,2021
"cod","afcod","Democratic Republic of the Congo",63,1339,-1276,2021
"ken","afken","Kenya",20424,7092,13332,2021
"nam","afnam","Namibia",5958,1294,4664,2021
"nga","afnga","Nigeria",1383,67094,-65711,2021
"uga","afuga","Uganda",3,14360,-14357,2021
"zaf","afzaf","South Africa",4644170,4215800,428370,2021
"are","asare","United Arab Emirates",11361717,547852,10813865,2021
"chn","aschn","China",512608419,1307197885,-794589466,2021
"hkg","ashkg","Hong Kong",3516923,4805201,-1288278,2021
"idn","asidn","Indonesia",1679074,840888,838186,2021
"ind","asind","India",56769576,11699794,45069782,2021
"isr","asisr","Israel",33219,170542,-137323,2021
"jpn","asjpn","Japan",200616486,317736312,-117119826,2021
"kaz","askaz","Kazakhstan",4901884,210053,4691831,2021
"kor","askor","South Korea",27333966,84141329,-56807363,2021
"lka","aslka","Sri Lanka",114959,20236,94723,2021
"mmr","asmmr","Burma",811631627,52206,811579421,2021
"mys","asmys","Malaysia",424182488,5920153,418262335,2021
"phl","asphl","Philippines",5899498,28877141,-22977643,2021
"sau","assau","Saudi Arabia",55,68532,-68477,2021
"sgp","assgp","Singapore",996842,6133058,-5136216,2021
"tha","astha","Thailand",3318166,100869157,-97550991,2021
"tur","astur","Turkey",1130019,40939293,-39809274,2021
"twn","astwn","Chinese Taipei",5930049,70073698,-64143649,2021
"vnm","asvnm","Vietnam",37756316,291367851,-253611535,2021
"aut","euaut","Austria",15728836,3432473,12296363,2021
"bel","eubel","Belgium",1636014,1605961,30053,2021
"bgr","eubgr","Bulgaria",1263,271789,-270526,2021
"blr","eublr","Belarus",32900,262792,-229892,2021
"che","euche","Switzerland",1555902,8550117,-6994215,2021
"cze","eucze","Czechia",696632,3637417,-2940785,2021
"deu","eudeu","Germany",25980846,45903490,-19922644,2021
"dnk","eudnk","Denmark",46301,561655,-515354,2021
"esp","euesp","Spain",1260408,17275572,-16015164,2021
"est","euest","Estonia",39175933,31584048,7591885,2021
"fin","eufin","Finland",36442435,1032495,35409940,2021
"fra","eufra","France",69724325,34729636,34994689,2021
"gbr","eugbr","United Kingdom",6762429,12818447,-6056018,2021
"grc","eugrc","Greece",705,36961,-36256,2021
"hrv","euhrv","Croatia",196,237351,-237155,2021
"hun","euhun","Hungary",51983,1604634,-1552651,2021
"irl","euirl","Ireland",17950,29982586,-29964636,2021
"ita","euita","Italy",12220040,9318272,2901768,2021
"ltu","eultu","Lithuania",136154,118329,17825,2021
"lux","eulux","Luxembourg",755513,288908,466605,2021
"lva","eulva","Latvia",548,51411,-50863,2021
"mkd","eumkd","North Macedonia",237355,11337317,-11099962,2021
"mlt","eumlt","Malta",1,4630,-4629,2021
"nld","eunld","Netherlands",19388357,17095819,2292538,2021
"nor","eunor","Norway",29812423,3567521,26244902,2021
"pol","eupol","Poland",3645968,20432957,-16786989,2021
"prt","euprt","Portugal",13154,509513,-496359,2021
"rou","eurou","Romania",9,148470,-148461,2021
"rus","eurus","Russia",38473667,39083999,-610332,2021
"srb","eusrb","Serbia",6849,61624,-54775,2021
"svk","eusvk","Slovakia",851,853138,-852287,2021
"svn","eusvn","Slovenia",179837,327666,-147829,2021
"swe","euswe","Sweden",29750,1256736,-1226986,2021
"ukr","euukr","Ukraine",77027,315926,-238899,2021
"can","nacan","Canada",1504301,4208187,-2703886,2021
"dom","nadom","Dominican Republic",40132,5046,35086,2021
"gtm","nagtm","Guatemala",22753,13715,9038,2021
"mex","namex","Mexico",2446,3081360,-3078914,2021
"pan","napan","Panama",766,37715,-36949,2021
"tto","natto","Trinidad and Tobago",1,3324,-3323,2021
"usa","nausa","United States",301276153,133192467,168083686,2021
"aus","ocaus","Australia",1920712,748582,1172130,2021
"nzl","ocnzl","New Zealand",1750,38245,-36495,2021
"arg","saarg","Argentina",174,127980,-127806,2021
"bra","sabra","Brazil",76920,2131246,-2054326,2021
"chl","sachl","Chile",109,126290,-126181,2021
"col","sacol","Colombia",31967,112474,-80507,2021
"per","saper","Peru",13879,493100,-479221,2021
"ury","saury","Uruguay",47,10159,-10112,2021
"eth","afeth","Ethiopia",11,2337,-2326,2022
"ken","afken","Kenya",38754,22485,16269,2022
"tun","aftun","Tunisia",17,9859,-9842,2022
"zaf","afzaf","South Africa",5242056,7457797,-2215741,2022
"zmb","afzmb","Zambia",493,1352,-859,2022
"are","asare","United Arab Emirates",10189397,573636,9615761,2022
"arm","asarm","Armenia",24631,20953,3678,2022
"chn","aschn","China",679479705,1481143953,-801664248,2022
"cyp","ascyp","Cyprus",1,29369,-29368,2022
"hkg","ashkg","Hong Kong",1164403,3724163,-2559760,2022
"idn","asidn","Indonesia",2327,769932,-767605,2022
"ind","asind","India",71499748,8245739,63254009,2022
"irn","asirn","Iran",72,204409,-204337,2022
"isr","asisr","Israel",1690527,451418,1239109,2022
"jpn","asjpn","Japan",250564532,488049709,-237485177,2022
"kaz","askaz","Kazakhstan",6455132,212377,6242755,2022
"kor","askor","South Korea",21831815,92421912,-70590097,2022
"mmr","asmmr","Burma",604299319,54580,604244739,2022
"mng","asmng","Mongolia",3207,27600,-24393,2022
"mys","asmys","Malaysia",690027348,7065835,682961513,2022
"omn","asomn","Oman",913,84017,-83104,2022
"phl","asphl","Philippines",12619075,68809250,-56190175,2022
"qat","asqat","Qatar",718,2596,-1878,2022
"sgp","assgp","Singapore",2118770,3764486,-1645716,2022
"tha","astha","Thailand",7664500,160765289,-153100789,2022
"tur","astur","Turkey",726917,15481152,-14754235,2022
"twn","astwn","Chinese Taipei",9463813,73772431,-64308618,2022
"vnm","asvnm","Vietnam",75543813,376139990,-300596177,2022
"aut","euaut","Austria",19229047,4873348,14355699,2022
"bel","eubel","Belgium",842986,3035799,-2192813,2022
"bgr","eubgr","Bulgaria",895,1040363,-1039468,2022
"blr","eublr","Belarus",2491,173715,-171224,2022
"che","euche","Switzerland",836150,9260042,-8423892,2022
"cze","eucze","Czechia",1104985,4260309,-3155324,2022
"deu","eudeu","Germany",25435498,59356574,-33921076,2022
"dnk","eudnk","Denmark",19407,465554,-446147,2022
"esp","euesp","Spain",672963,19052425,-18379462,2022
"est","euest","Estonia",52082388,35720218,16362170,2022
"fin","eufin","Finland",841808,1056806,-214998,2022
"fra","eufra","France",92304131,42585096,49719035,2022
"gbr","eugbr","United Kingdom",7016349,9780106,-2763757,2022
"grc","eugrc","Greece",1753,36617,-34864,2022
"hrv","euhrv","Croatia",159,15800,-15641,2022
"hun","euhun","Hungary",27952,3753934,-3725982,2022
"irl","euirl","Ireland",20169,20926957,-20906788,2022
"isl","euisl","Iceland",14,42092,-42078,2022
"ita","euita","Italy",11991207,14118218,-2127011,2022
"ltu","eultu","Lithuania",138399,186880,-48481,2022
"lux","eulux","Luxembourg",1130094,120109,1009985,2022
"lva","eulva","Latvia",57529,25142,32387,2022
"mkd","eumkd","North Macedonia",60817,17066870,-17006053,2022
"nld","eunld","Netherlands",21567716,22427547,-859831,2022
"nor","eunor","Norway",21349137,8426017,12923120,2022
"pol","eupol","Poland",9341029,17598326,-8257297,2022
"prt","euprt","Portugal",29013,846295,-817282,2022
"rou","eurou","Romania",11979,183465,-171486,2022
"rus","eurus","Russia",41656232,30434123,11222109,2022
"srb","eusrb","Serbia",1641,135021,-133380,2022
"svk","eusvk","Slovakia",3253,1038295,-1035042,2022
"svn","eusvn","Slovenia",128369,254169,-125800,2022
"swe","euswe","Sweden",46048,3828925,-3782877,2022
"ukr","euukr","Ukraine",39547,289178,-249631,2022
"can","nacan","Canada",1069689,5847133,-4777444,2022
"cri","nacri","Costa Rica",2,19689,-19687,2022
"dom","nadom","Dominican Republic",4885,22203,-17318,2022
"gtm","nagtm","Guatemala",19451,31417,-11966,2022
"mex","namex","Mexico",6730,5182433,-5175703,2022
"pan","napan","Panama",1311,15259,-13948,2022
"tto","natto","Trinidad and Tobago",277,315,-38.0000000000001,2022
"usa","nausa","United States",577197014,195766061,381430953,2022
"aus","ocaus","Australia",3097678,1242081,1855597,2022
"ncl","ocncl","New Caledonia",1436,101,1335,2022
"nzl","ocnzl","New Zealand",30742,21252,9490,2022
"arg","saarg","Argentina",240849,269565,-28716,2022
"bra","sabra","Brazil",18826,3739322,-3720496,2022
"col","sacol","Colombia",8023,54166,-46143,2022
"per","saper","Peru",1751,520757,-519006,2022
